time,cell,pdu,measured_power_util,production_power_util
1342200000000,a,pdu6,0.7530,0.6240
1336800000000,a,pdu6,0.7530,0.6240
1423500000000,a,pdu6,0.7580,0.6240
727200000000,a,pdu6,0.7580,0.6240
1428600000000,a,pdu6,0.7580,0.6240
1340700000000,a,pdu6,0.7580,0.6240
1416600000000,a,pdu6,0.7580,0.6240
1325100000000,a,pdu6,0.7280,0.6240
1425000000000,a,pdu6,0.7570,0.6240
1344600000000,a,pdu6,0.7570,0.6240
1344300000000,a,pdu6,0.7570,0.6240
752400000000,a,pdu6,0.7570,0.6240
736500000000,a,pdu6,0.7570,0.6240
1419000000000,a,pdu6,0.7510,0.6240
726900000000,a,pdu6,0.7510,0.6240
1341000000000,a,pdu6,0.7560,0.6240
1425900000000,a,pdu6,0.7560,0.6240
1430700000000,a,pdu6,0.7500,0.6180
986400000000,a,pdu6,0.7500,0.6180
1426800000000,a,pdu6,0.7500,0.6180
1770000000000,a,pdu6,0.7440,0.6180
1681200000000,a,pdu6,0.7440,0.6180
1154700000000,a,pdu6,0.7440,0.6180
1767300000000,a,pdu6,0.7440,0.6180
1168200000000,a,pdu6,0.7440,0.6180
1690500000000,a,pdu6,0.7380,0.6180
1411200000000,a,pdu6,0.7200,0.6180
2367300000000,a,pdu6,0.7140,0.6180
1687500000000,a,pdu6,0.7550,0.6180
900300000000,a,pdu6,0.7550,0.6180
1440900000000,a,pdu6,0.7430,0.6180
1436400000000,a,pdu6,0.7430,0.6180
1160100000000,a,pdu6,0.7430,0.6180
1767000000000,a,pdu6,0.7430,0.6180
1674900000000,a,pdu6,0.7370,0.6180
1677000000000,a,pdu6,0.7370,0.6180
1748400000000,a,pdu6,0.7370,0.6180
2356200000000,a,pdu6,0.7310,0.6180
2108700000000,a,pdu6,0.7310,0.6180
2358900000000,a,pdu6,0.7250,0.6180
2353500000000,a,pdu6,0.7190,0.6180
1410600000000,a,pdu6,0.7070,0.6180
1667100000000,a,pdu6,0.7540,0.6180
902100000000,a,pdu6,0.7540,0.6180
1429800000000,a,pdu6,0.7540,0.6180
985800000000,a,pdu6,0.7480,0.6180
1169100000000,a,pdu6,0.7420,0.6180
1671900000000,a,pdu6,0.7420,0.6180
1679400000000,a,pdu6,0.7420,0.6180
1159200000000,a,pdu6,0.7420,0.6180
1168800000000,a,pdu6,0.7420,0.6180
2370300000000,a,pdu6,0.7360,0.6180
2374500000000,a,pdu6,0.7360,0.6180
1677300000000,a,pdu6,0.7360,0.6180
2358600000000,a,pdu6,0.7240,0.6180
1428900000000,a,pdu6,0.7590,0.6180
1400700000000,a,pdu6,0.7590,0.6180
898500000000,a,pdu6,0.7530,0.6180
1431000000000,a,pdu6,0.7530,0.6180
1666800000000,a,pdu6,0.7530,0.6180
898800000000,a,pdu6,0.7530,0.6180
1430100000000,a,pdu6,0.7530,0.6180
1153200000000,a,pdu6,0.7470,0.6180
1690800000000,a,pdu6,0.7470,0.6180
1669500000000,a,pdu6,0.7470,0.6180
1769100000000,a,pdu6,0.7470,0.6180
1159800000000,a,pdu6,0.7410,0.6180
1689000000000,a,pdu6,0.7410,0.6180
1412400000000,a,pdu6,0.7410,0.6180
1748700000000,a,pdu6,0.7410,0.6180
2372700000000,a,pdu6,0.7350,0.6180
2373300000000,a,pdu6,0.7350,0.6180
2351100000000,a,pdu6,0.7290,0.6180
2356500000000,a,pdu6,0.7290,0.6180
2361300000000,a,pdu6,0.6990,0.6180
2362500000000,a,pdu6,0.6870,0.6180
1427700000000,a,pdu6,0.7520,0.6180
1426500000000,a,pdu6,0.7520,0.6180
1434600000000,a,pdu6,0.7460,0.6180
1681800000000,a,pdu6,0.7460,0.6180
1769400000000,a,pdu6,0.7460,0.6180
1434300000000,a,pdu6,0.7460,0.6180
1156200000000,a,pdu6,0.7400,0.6180
2371500000000,a,pdu6,0.7400,0.6180
2371200000000,a,pdu6,0.7400,0.6180
1158300000000,a,pdu6,0.7400,0.6180
2378700000000,a,pdu6,0.7340,0.6180
2110200000000,a,pdu6,0.7340,0.6180
2369700000000,a,pdu6,0.7340,0.6180
1587900000000,a,pdu6,0.7340,0.6180
2355300000000,a,pdu6,0.7280,0.6180
2355900000000,a,pdu6,0.7280,0.6180
2355600000000,a,pdu6,0.7280,0.6180
1408500000000,a,pdu6,0.7220,0.6180
2354100000000,a,pdu6,0.7220,0.6180
1414800000000,a,pdu6,0.7570,0.6180
899700000000,a,pdu6,0.7570,0.6180
1767600000000,a,pdu6,0.7450,0.6180
1771200000000,a,pdu6,0.7450,0.6180
1669200000000,a,pdu6,0.7450,0.6180
1684500000000,a,pdu6,0.7450,0.6180
1505100000000,a,pdu6,0.7450,0.6180
1670700000000,a,pdu6,0.7450,0.6180
1769700000000,a,pdu6,0.7450,0.6180
1152000000000,a,pdu6,0.7390,0.6180
1412100000000,a,pdu6,0.7390,0.6180
1680000000000,a,pdu6,0.7390,0.6180
1680300000000,a,pdu6,0.7390,0.6180
1155900000000,a,pdu6,0.7390,0.6180
1436100000000,a,pdu6,0.7330,0.6180
1748100000000,a,pdu6,0.7330,0.6180
2355000000000,a,pdu6,0.7270,0.6180
2351400000000,a,pdu6,0.7270,0.6180
2364000000000,a,pdu6,0.7030,0.6180
2362200000000,a,pdu6,0.6910,0.6180
709500000000,a,pdu6,0.7500,0.6120
1666500000000,a,pdu6,0.7500,0.6120
1775700000000,a,pdu6,0.7440,0.6120
1692000000000,a,pdu6,0.7440,0.6120
1661100000000,a,pdu6,0.7440,0.6120
1691400000000,a,pdu6,0.7440,0.6120
1776000000000,a,pdu6,0.7440,0.6120
2285100000000,a,pdu6,0.7380,0.6120
1663200000000,a,pdu6,0.7380,0.6120
1160700000000,a,pdu6,0.7380,0.6120
1161000000000,a,pdu6,0.7380,0.6120
2101500000000,a,pdu6,0.7320,0.6120
1581000000000,a,pdu6,0.7320,0.6120
1751400000000,a,pdu6,0.7260,0.6120
1755300000000,a,pdu6,0.7260,0.6120
763200000000,a,pdu6,0.7200,0.6120
1753200000000,a,pdu6,0.7200,0.6120
2529600000000,a,pdu6,0.7140,0.6120
2532900000000,a,pdu6,0.7020,0.6120
2537700000000,a,pdu6,0.6900,0.6120
893400000000,a,pdu6,0.7550,0.6120
1774500000000,a,pdu6,0.7430,0.6120
543600000000,a,pdu6,0.7430,0.6120
1694100000000,a,pdu6,0.7430,0.6120
1706400000000,a,pdu6,0.7430,0.6120
1693500000000,a,pdu6,0.7430,0.6120
1583400000000,a,pdu6,0.7430,0.6120
1692900000000,a,pdu6,0.7430,0.6120
1693800000000,a,pdu6,0.7430,0.6120
1776900000000,a,pdu6,0.7430,0.6120
1174800000000,a,pdu6,0.7370,0.6120
1749900000000,a,pdu6,0.7370,0.6120
1673100000000,a,pdu6,0.7370,0.6120
1589100000000,a,pdu6,0.7370,0.6120
1585200000000,a,pdu6,0.7370,0.6120
2105400000000,a,pdu6,0.7310,0.6120
568500000000,a,pdu6,0.7310,0.6120
1518900000000,a,pdu6,0.7310,0.6120
2541900000000,a,pdu6,0.7310,0.6120
1587600000000,a,pdu6,0.7310,0.6120
2107200000000,a,pdu6,0.7310,0.6120
1690200000000,a,pdu6,0.7250,0.6120
2099700000000,a,pdu6,0.7190,0.6120
553200000000,a,pdu6,0.7010,0.6120
1761000000000,a,pdu6,0.7010,0.6120
715800000000,a,pdu6,0.7540,0.6120
748500000000,a,pdu6,0.7540,0.6120
745800000000,a,pdu6,0.7540,0.6120
892800000000,a,pdu6,0.7540,0.6120
739800000000,a,pdu6,0.7480,0.6120
1695300000000,a,pdu6,0.7480,0.6120
897600000000,a,pdu6,0.7480,0.6120
988500000000,a,pdu6,0.7480,0.6120
1774200000000,a,pdu6,0.7420,0.6120
1583700000000,a,pdu6,0.7420,0.6120
1697400000000,a,pdu6,0.7420,0.6120
1160400000000,a,pdu6,0.7420,0.6120
1694700000000,a,pdu6,0.7420,0.6120
1498200000000,a,pdu6,0.7420,0.6120
1175100000000,a,pdu6,0.7420,0.6120
544800000000,a,pdu6,0.7360,0.6120
722100000000,a,pdu6,0.7360,0.6120
1585500000000,a,pdu6,0.7360,0.6120
2098200000000,a,pdu6,0.7360,0.6120
1705500000000,a,pdu6,0.7360,0.6120
1589400000000,a,pdu6,0.7360,0.6120
1170000000000,a,pdu6,0.7360,0.6120
1696800000000,a,pdu6,0.7360,0.6120
1592400000000,a,pdu6,0.7360,0.6120
1145700000000,a,pdu6,0.7360,0.6120
1523700000000,a,pdu6,0.7360,0.6120
2281200000000,a,pdu6,0.7360,0.6120
560700000000,a,pdu6,0.7300,0.6120
1754100000000,a,pdu6,0.7300,0.6120
1503000000000,a,pdu6,0.7300,0.6120
567300000000,a,pdu6,0.7300,0.6120
1755900000000,a,pdu6,0.7240,0.6120
2091300000000,a,pdu6,0.7240,0.6120
2527200000000,a,pdu6,0.7240,0.6120
1699200000000,a,pdu6,0.7240,0.6120
2529300000000,a,pdu6,0.7180,0.6120
2530200000000,a,pdu6,0.7060,0.6120
548100000000,a,pdu6,0.7060,0.6120
1757400000000,a,pdu6,0.7000,0.6120
2537400000000,a,pdu6,0.6820,0.6120
759900000000,a,pdu6,0.7590,0.6120
906000000000,a,pdu6,0.7530,0.6120
894300000000,a,pdu6,0.7530,0.6120
895200000000,a,pdu6,0.7530,0.6120
893700000000,a,pdu6,0.7530,0.6120
906900000000,a,pdu6,0.7530,0.6120
891300000000,a,pdu6,0.7530,0.6120
905400000000,a,pdu6,0.7530,0.6120
989400000000,a,pdu6,0.7470,0.6120
984600000000,a,pdu6,0.7470,0.6120
988200000000,a,pdu6,0.7470,0.6120
708300000000,a,pdu6,0.7470,0.6120
718200000000,a,pdu6,0.7470,0.6120
756300000000,a,pdu6,0.7470,0.6120
708600000000,a,pdu6,0.7470,0.6120
1779000000000,a,pdu6,0.7410,0.6120
1697100000000,a,pdu6,0.7410,0.6120
1497900000000,a,pdu6,0.7410,0.6120
1777200000000,a,pdu6,0.7410,0.6120
756000000000,a,pdu6,0.7410,0.6120
1772400000000,a,pdu6,0.7410,0.6120
1176000000000,a,pdu6,0.7350,0.6120
1504200000000,a,pdu6,0.7350,0.6120
1696500000000,a,pdu6,0.7350,0.6120
566400000000,a,pdu6,0.7350,0.6120
1145400000000,a,pdu6,0.7350,0.6120
743400000000,a,pdu6,0.7350,0.6120
2097900000000,a,pdu6,0.7350,0.6120
1754400000000,a,pdu6,0.7290,0.6120
2112600000000,a,pdu6,0.7290,0.6120
2109000000000,a,pdu6,0.7290,0.6120
1575600000000,a,pdu6,0.7290,0.6120
2283000000000,a,pdu6,0.7290,0.6120
2282100000000,a,pdu6,0.7290,0.6120
2102700000000,a,pdu6,0.7290,0.6120
1750800000000,a,pdu6,0.7230,0.6120
2527800000000,a,pdu6,0.7230,0.6120
1751100000000,a,pdu6,0.7230,0.6120
1758600000000,a,pdu6,0.6930,0.6120
753000000000,a,pdu6,0.7580,0.6120
714600000000,a,pdu6,0.7520,0.6120
902400000000,a,pdu6,0.7520,0.6120
712800000000,a,pdu6,0.7520,0.6120
747000000000,a,pdu6,0.7520,0.6120
984300000000,a,pdu6,0.7460,0.6120
994200000000,a,pdu6,0.7460,0.6120
991200000000,a,pdu6,0.7460,0.6120
1684800000000,a,pdu6,0.7460,0.6120
988800000000,a,pdu6,0.7460,0.6120
1686000000000,a,pdu6,0.7460,0.6120
739500000000,a,pdu6,0.7460,0.6120
1668600000000,a,pdu6,0.7400,0.6120
1698000000000,a,pdu6,0.7400,0.6120
544200000000,a,pdu6,0.7400,0.6120
1592700000000,a,pdu6,0.7400,0.6120
1660800000000,a,pdu6,0.7400,0.6120
1504500000000,a,pdu6,0.7400,0.6120
1505700000000,a,pdu6,0.7400,0.6120
1188000000000,a,pdu6,0.7400,0.6120
1170300000000,a,pdu6,0.7340,0.6120
1520100000000,a,pdu6,0.7340,0.6120
1664100000000,a,pdu6,0.7340,0.6120
564900000000,a,pdu6,0.7340,0.6120
1187700000000,a,pdu6,0.7340,0.6120
751800000000,a,pdu6,0.7340,0.6120
565500000000,a,pdu6,0.7340,0.6120
1523400000000,a,pdu6,0.7340,0.6120
2091600000000,a,pdu6,0.7340,0.6120
2106900000000,a,pdu6,0.7340,0.6120
2096100000000,a,pdu6,0.7280,0.6120
2103000000000,a,pdu6,0.7280,0.6120
1677600000000,a,pdu6,0.7220,0.6120
2099400000000,a,pdu6,0.7220,0.6120
1752600000000,a,pdu6,0.7160,0.6120
747900000000,a,pdu6,0.7570,0.6120
756900000000,a,pdu6,0.7570,0.6120
716700000000,a,pdu6,0.7570,0.6120
760800000000,a,pdu6,0.7570,0.6120
747600000000,a,pdu6,0.7570,0.6120
709800000000,a,pdu6,0.7510,0.6120
903300000000,a,pdu6,0.7510,0.6120
902700000000,a,pdu6,0.7510,0.6120
897900000000,a,pdu6,0.7510,0.6120
903600000000,a,pdu6,0.7510,0.6120
2268300000000,a,pdu6,0.7510,0.6120
1148400000000,a,pdu6,0.7450,0.6120
1776600000000,a,pdu6,0.7450,0.6120
1167600000000,a,pdu6,0.7450,0.6120
1148700000000,a,pdu6,0.7450,0.6120
1497300000000,a,pdu6,0.7390,0.6120
1161900000000,a,pdu6,0.7390,0.6120
540600000000,a,pdu6,0.7390,0.6120
732000000000,a,pdu6,0.7390,0.6120
544500000000,a,pdu6,0.7390,0.6120
1750200000000,a,pdu6,0.7330,0.6120
2116800000000,a,pdu6,0.7330,0.6120
724500000000,a,pdu6,0.7330,0.6120
2103900000000,a,pdu6,0.7330,0.6120
1500300000000,a,pdu6,0.7330,0.6120
1674000000000,a,pdu6,0.7330,0.6120
1503900000000,a,pdu6,0.7330,0.6120
1673700000000,a,pdu6,0.7330,0.6120
2281800000000,a,pdu6,0.7330,0.6120
2543100000000,a,pdu6,0.7330,0.6120
545700000000,a,pdu6,0.7270,0.6120
1764300000000,a,pdu6,0.7270,0.6120
2558700000000,a,pdu6,0.7210,0.6120
1150500000000,a,pdu6,0.7090,0.6120
547800000000,a,pdu6,0.7090,0.6120
2532300000000,a,pdu6,0.7030,0.6120
1757100000000,a,pdu6,0.6970,0.6120
2533200000000,a,pdu6,0.6910,0.6120
747300000000,a,pdu6,0.7560,0.6120
1098900000000,a,pdu6,0.7440,0.6060
2185500000000,a,pdu6,0.7380,0.6060
2204100000000,a,pdu6,0.7380,0.6060
831300000000,a,pdu6,0.7380,0.6060
2202900000000,a,pdu6,0.7380,0.6060
2439900000000,a,pdu6,0.7320,0.6060
2635200000000,a,pdu6,0.7320,0.6060
2417700000000,a,pdu6,0.7320,0.6060
2522400000000,a,pdu6,0.7320,0.6060
1878900000000,a,pdu6,0.7320,0.6060
2431200000000,a,pdu6,0.7320,0.6060
2670300000000,a,pdu6,0.7320,0.6060
2184300000000,a,pdu6,0.7320,0.6060
2388000000000,a,pdu6,0.7260,0.6060
1879500000000,a,pdu6,0.7260,0.6060
998700000000,a,pdu6,0.7260,0.6060
1876800000000,a,pdu6,0.7260,0.6060
2187600000000,a,pdu6,0.7260,0.6060
1596000000000,a,pdu6,0.7260,0.6060
2642400000000,a,pdu6,0.7260,0.6060
1877700000000,a,pdu6,0.7260,0.6060
571800000000,a,pdu6,0.7260,0.6060
2639100000000,a,pdu6,0.7260,0.6060
1877400000000,a,pdu6,0.7260,0.6060
1576200000000,a,pdu6,0.7260,0.6060
2388300000000,a,pdu6,0.7260,0.6060
2563500000000,a,pdu6,0.7200,0.6060
2466300000000,a,pdu6,0.7200,0.6060
2568000000000,a,pdu6,0.7200,0.6060
2568900000000,a,pdu6,0.7200,0.6060
2466000000000,a,pdu6,0.7200,0.6060
2564100000000,a,pdu6,0.7200,0.6060
2512200000000,a,pdu6,0.7200,0.6060
1868700000000,a,pdu6,0.7140,0.6060
2389500000000,a,pdu6,0.7140,0.6060
1085400000000,a,pdu6,0.7140,0.6060
2568300000000,a,pdu6,0.7140,0.6060
2390400000000,a,pdu6,0.7140,0.6060
1605600000000,a,pdu6,0.7080,0.6060
1599900000000,a,pdu6,0.7080,0.6060
550800000000,a,pdu6,0.7020,0.6060
2347200000000,a,pdu6,0.7020,0.6060
766500000000,a,pdu6,0.7020,0.6060
2538300000000,a,pdu6,0.6900,0.6060
2403000000000,a,pdu6,0.6900,0.6060
2402700000000,a,pdu6,0.6900,0.6060
1601700000000,a,pdu6,0.6840,0.6060
1579500000000,a,pdu6,0.6780,0.6060
1849800000000,a,pdu6,0.6780,0.6060
746700000000,a,pdu6,0.7490,0.6060
731700000000,a,pdu6,0.7490,0.6060
977100000000,a,pdu6,0.7490,0.6060
844800000000,a,pdu6,0.7430,0.6060
1113000000000,a,pdu6,0.7430,0.6060
1097100000000,a,pdu6,0.7370,0.6060
1582200000000,a,pdu6,0.7370,0.6060
2201700000000,a,pdu6,0.7370,0.6060
857700000000,a,pdu6,0.7310,0.6060
2435700000000,a,pdu6,0.7310,0.6060
2387100000000,a,pdu6,0.7310,0.6060
2420400000000,a,pdu6,0.7310,0.6060
835500000000,a,pdu6,0.7250,0.6060
2461200000000,a,pdu6,0.7250,0.6060
2640900000000,a,pdu6,0.7250,0.6060
2388900000000,a,pdu6,0.7250,0.6060
1090200000000,a,pdu6,0.7250,0.6060
1575300000000,a,pdu6,0.7250,0.6060
2463900000000,a,pdu6,0.7250,0.6060
2527500000000,a,pdu6,0.7250,0.6060
2465100000000,a,pdu6,0.7250,0.6060
772200000000,a,pdu6,0.7190,0.6060
2571300000000,a,pdu6,0.7190,0.6060
774600000000,a,pdu6,0.7190,0.6060
1090500000000,a,pdu6,0.7190,0.6060
1576800000000,a,pdu6,0.7190,0.6060
764400000000,a,pdu6,0.7190,0.6060
780600000000,a,pdu6,0.7190,0.6060
1831500000000,a,pdu6,0.7070,0.6060
1574100000000,a,pdu6,0.7070,0.6060
836700000000,a,pdu6,0.7600,0.6060
976200000000,a,pdu6,0.7540,0.6060
979500000000,a,pdu6,0.7420,0.6060
983100000000,a,pdu6,0.7420,0.6060
1055100000000,a,pdu6,0.7420,0.6060
2199300000000,a,pdu6,0.7360,0.6060
2432700000000,a,pdu6,0.7300,0.6060
2186700000000,a,pdu6,0.7300,0.6060
2483700000000,a,pdu6,0.7300,0.6060
2637300000000,a,pdu6,0.7300,0.6060
2183700000000,a,pdu6,0.7300,0.6060
2387400000000,a,pdu6,0.7300,0.6060
2571900000000,a,pdu6,0.7240,0.6060
2521800000000,a,pdu6,0.7240,0.6060
2425500000000,a,pdu6,0.7240,0.6060
1880100000000,a,pdu6,0.7240,0.6060
2458800000000,a,pdu6,0.7240,0.6060
2461500000000,a,pdu6,0.7240,0.6060
1875000000000,a,pdu6,0.7240,0.6060
764700000000,a,pdu6,0.7180,0.6060
2585700000000,a,pdu6,0.7180,0.6060
2564700000000,a,pdu6,0.7180,0.6060
705900000000,a,pdu6,0.7180,0.6060
771300000000,a,pdu6,0.7180,0.6060
1557600000000,a,pdu6,0.7120,0.6060
1831200000000,a,pdu6,0.7060,0.6060
1830600000000,a,pdu6,0.7060,0.6060
1577700000000,a,pdu6,0.7060,0.6060
1849500000000,a,pdu6,0.7000,0.6060
2346900000000,a,pdu6,0.6940,0.6060
1602600000000,a,pdu6,0.6940,0.6060
2449800000000,a,pdu6,0.6940,0.6060
2404200000000,a,pdu6,0.6940,0.6060
749400000000,a,pdu6,0.7530,0.6060
972000000000,a,pdu6,0.7530,0.6060
994500000000,a,pdu6,0.7470,0.6060
841800000000,a,pdu6,0.7470,0.6060
845100000000,a,pdu6,0.7470,0.6060
2186100000000,a,pdu6,0.7410,0.6060
2672100000000,a,pdu6,0.7410,0.6060
2197800000000,a,pdu6,0.7410,0.6060
777300000000,a,pdu6,0.7350,0.6060
1094700000000,a,pdu6,0.7350,0.6060
2614500000000,a,pdu6,0.7350,0.6060
540000000000,a,pdu6,0.7350,0.6060
775500000000,a,pdu6,0.7290,0.6060
2436300000000,a,pdu6,0.7290,0.6060
1874700000000,a,pdu6,0.7290,0.6060
1061100000000,a,pdu6,0.7290,0.6060
2643600000000,a,pdu6,0.7290,0.6060
2482500000000,a,pdu6,0.7290,0.6060
2431800000000,a,pdu6,0.7290,0.6060
2417100000000,a,pdu6,0.7290,0.6060
563100000000,a,pdu6,0.7230,0.6060
556200000000,a,pdu6,0.7230,0.6060
1597800000000,a,pdu6,0.7230,0.6060
558300000000,a,pdu6,0.7230,0.6060
2566800000000,a,pdu6,0.7230,0.6060
762000000000,a,pdu6,0.7230,0.6060
2462700000000,a,pdu6,0.7230,0.6060
2466900000000,a,pdu6,0.7230,0.6060
2469600000000,a,pdu6,0.7230,0.6060
2560800000000,a,pdu6,0.7170,0.6060
2605200000000,a,pdu6,0.7170,0.6060
2606400000000,a,pdu6,0.7170,0.6060
2646600000000,a,pdu6,0.7110,0.6060
1871400000000,a,pdu6,0.7110,0.6060
1059600000000,a,pdu6,0.7110,0.6060
2573100000000,a,pdu6,0.7050,0.6060
2451900000000,a,pdu6,0.6990,0.6060
1605300000000,a,pdu6,0.6990,0.6060
2447400000000,a,pdu6,0.6930,0.6060
1602000000000,a,pdu6,0.6870,0.6060
2344200000000,a,pdu6,0.6810,0.6060
552000000000,a,pdu6,0.6750,0.6060
552300000000,a,pdu6,0.6750,0.6060
1055400000000,a,pdu6,0.7460,0.6060
971700000000,a,pdu6,0.7460,0.6060
993600000000,a,pdu6,0.7460,0.6060
538200000000,a,pdu6,0.7400,0.6060
995700000000,a,pdu6,0.7400,0.6060
970800000000,a,pdu6,0.7400,0.6060
2198400000000,a,pdu6,0.7400,0.6060
845700000000,a,pdu6,0.7400,0.6060
2610000000000,a,pdu6,0.7340,0.6060
2194200000000,a,pdu6,0.7340,0.6060
2194800000000,a,pdu6,0.7340,0.6060
2570400000000,a,pdu6,0.7280,0.6060
557400000000,a,pdu6,0.7280,0.6060
570300000000,a,pdu6,0.7280,0.6060
1596900000000,a,pdu6,0.7280,0.6060
2190000000000,a,pdu6,0.7280,0.6060
570600000000,a,pdu6,0.7280,0.6060
792300000000,a,pdu6,0.7280,0.6060
2521200000000,a,pdu6,0.7280,0.6060
570000000000,a,pdu6,0.7280,0.6060
555600000000,a,pdu6,0.7220,0.6060
1084800000000,a,pdu6,0.7220,0.6060
1860000000000,a,pdu6,0.7220,0.6060
2389200000000,a,pdu6,0.7220,0.6060
1598100000000,a,pdu6,0.7220,0.6060
1878000000000,a,pdu6,0.7220,0.6060
555900000000,a,pdu6,0.7220,0.6060
2469900000000,a,pdu6,0.7220,0.6060
2427900000000,a,pdu6,0.7220,0.6060
1556700000000,a,pdu6,0.7160,0.6060
762600000000,a,pdu6,0.7160,0.6060
705600000000,a,pdu6,0.7160,0.6060
2646000000000,a,pdu6,0.7100,0.6060
2598300000000,a,pdu6,0.7100,0.6060
2604600000000,a,pdu6,0.7100,0.6060
1871700000000,a,pdu6,0.7040,0.6060
1847400000000,a,pdu6,0.7040,0.6060
2344500000000,a,pdu6,0.6860,0.6060
1852500000000,a,pdu6,0.6740,0.6060
851100000000,a,pdu6,0.7570,0.6060
843600000000,a,pdu6,0.7450,0.6060
1584000000000,a,pdu6,0.7390,0.6060
2203800000000,a,pdu6,0.7390,0.6060
538800000000,a,pdu6,0.7390,0.6060
981600000000,a,pdu6,0.7390,0.6060
2199000000000,a,pdu6,0.7390,0.6060
744300000000,a,pdu6,0.7390,0.6060
2203500000000,a,pdu6,0.7390,0.6060
834000000000,a,pdu6,0.7390,0.6060
2671800000000,a,pdu6,0.7390,0.6060
2184000000000,a,pdu6,0.7330,0.6060
1002600000000,a,pdu6,0.7330,0.6060
2523300000000,a,pdu6,0.7330,0.6060
777000000000,a,pdu6,0.7330,0.6060
2669400000000,a,pdu6,0.7330,0.6060
776700000000,a,pdu6,0.7330,0.6060
2385000000000,a,pdu6,0.7330,0.6060
1054800000000,a,pdu6,0.7330,0.6060
999600000000,a,pdu6,0.7270,0.6060
1595700000000,a,pdu6,0.7270,0.6060
571500000000,a,pdu6,0.7270,0.6060
571200000000,a,pdu6,0.7270,0.6060
1057500000000,a,pdu6,0.7270,0.6060
554400000000,a,pdu6,0.7210,0.6060
2391300000000,a,pdu6,0.7210,0.6060
773400000000,a,pdu6,0.7210,0.6060
2563800000000,a,pdu6,0.7210,0.6060
2607300000000,a,pdu6,0.7210,0.6060
2466600000000,a,pdu6,0.7210,0.6060
2571600000000,a,pdu6,0.7210,0.6060
2565000000000,a,pdu6,0.7210,0.6060
581100000000,a,pdu6,0.7150,0.6060
2578500000000,a,pdu6,0.7090,0.6060
1608900000000,a,pdu6,0.7090,0.6060
1599600000000,a,pdu6,0.7090,0.6060
1059300000000,a,pdu6,0.7090,0.6060
1836300000000,a,pdu6,0.7090,0.6060
546900000000,a,pdu6,0.7030,0.6060
1556400000000,a,pdu6,0.7030,0.6060
1832400000000,a,pdu6,0.7030,0.6060
550500000000,a,pdu6,0.7030,0.6060
2533500000000,a,pdu6,0.6970,0.6060
1830300000000,a,pdu6,0.6970,0.6060
1702200000000,a,pdu6,0.7380,0.6000
2233800000000,a,pdu6,0.7380,0.6000
699600000000,a,pdu6,0.7320,0.6000
911100000000,a,pdu6,0.7320,0.6000
692400000000,a,pdu6,0.7260,0.6000
2490000000000,a,pdu6,0.7260,0.6000
1483800000000,a,pdu6,0.7260,0.6000
873600000000,a,pdu6,0.7260,0.6000
2165400000000,a,pdu6,0.7260,0.6000
2474700000000,a,pdu6,0.7260,0.6000
1635900000000,a,pdu6,0.7260,0.6000
2302800000000,a,pdu6,0.7260,0.6000
1305900000000,a,pdu6,0.7200,0.6000
2478000000000,a,pdu6,0.7200,0.6000
943200000000,a,pdu6,0.7200,0.6000
2477400000000,a,pdu6,0.7200,0.6000
2263800000000,a,pdu6,0.7200,0.6000
2224200000000,a,pdu6,0.7200,0.6000
1290300000000,a,pdu6,0.7200,0.6000
1882500000000,a,pdu6,0.7200,0.6000
1553700000000,a,pdu6,0.7200,0.6000
2601600000000,a,pdu6,0.7140,0.6000
1380600000000,a,pdu6,0.7140,0.6000
1885800000000,a,pdu6,0.7140,0.6000
1547100000000,a,pdu6,0.7140,0.6000
1886100000000,a,pdu6,0.7140,0.6000
1554900000000,a,pdu6,0.7140,0.6000
2127000000000,a,pdu6,0.7140,0.6000
2214600000000,a,pdu6,0.7140,0.6000
1047900000000,a,pdu6,0.7140,0.6000
2588400000000,a,pdu6,0.7080,0.6000
1116900000000,a,pdu6,0.7080,0.6000
2259300000000,a,pdu6,0.7080,0.6000
2258400000000,a,pdu6,0.7080,0.6000
2500500000000,a,pdu6,0.7020,0.6000
2577000000000,a,pdu6,0.7020,0.6000
1731000000000,a,pdu6,0.7020,0.6000
1600500000000,a,pdu6,0.7020,0.6000
1612200000000,a,pdu6,0.7020,0.6000
1717800000000,a,pdu6,0.7020,0.6000
1297200000000,a,pdu6,0.7020,0.6000
1731300000000,a,pdu6,0.7020,0.6000
1609800000000,a,pdu6,0.7020,0.6000
1715700000000,a,pdu6,0.7020,0.6000
1610100000000,a,pdu6,0.7020,0.6000
1716600000000,a,pdu6,0.6960,0.6000
1648200000000,a,pdu6,0.6960,0.6000
1561800000000,a,pdu6,0.6960,0.6000
2500200000000,a,pdu6,0.6960,0.6000
1377000000000,a,pdu6,0.6960,0.6000
2147400000000,a,pdu6,0.6960,0.6000
1911000000000,a,pdu6,0.6900,0.6000
1732500000000,a,pdu6,0.6900,0.6000
1740000000000,a,pdu6,0.6900,0.6000
1713600000000,a,pdu6,0.6900,0.6000
2509200000000,a,pdu6,0.6900,0.6000
2337900000000,a,pdu6,0.6840,0.6000
1740300000000,a,pdu6,0.6840,0.6000
1373400000000,a,pdu6,0.6780,0.6000
1571700000000,a,pdu6,0.6780,0.6000
1740900000000,a,pdu6,0.6780,0.6000
1710300000000,a,pdu6,0.6780,0.6000
2341200000000,a,pdu6,0.6720,0.6000
